disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType
1912,5/11/2010,SEVERE STORMS FLOODING MUDSLIDES AND TORNADOES,5/1/2010,6/1/2010,Major Disaster,KY,Kentucky                      ,Severe Storm(s)
1881,3/2/2010,SEVERE WINTER STORM AND SNOWSTORM,12/18/2009,12/20/2009,Major Disaster,WV,West Virginia                 ,Snow
1889,3/23/2010,SEVERE WINTER STORM AND SNOWSTORM,2/5/2010,2/6/2010,Major Disaster,NJ,New Jersey                    ,Snow
1901,4/21/2010,SEVERE WINTER STORM,4/1/2010,4/3/2010,Major Disaster,ND,North Dakota                  ,Severe Storm(s)
1882,3/3/2010,SEVERE WINTER STORM AND SNOWSTORM,12/18/2009,12/20/2009,Major Disaster,DC,District of Columbia          ,Snow
1879,2/26/2010,SEVERE WINTER STORM,1/20/2010,1/25/2010,Major Disaster,ND,North Dakota                  ,Severe Storm(s)
3311,3/30/2010,SEVERE STORMS AND FLOODING,3/12/2010,4/12/2010,Emergency,RI,Rhode Island                  ,Severe Storm(s)
1918,6/24/2010,SEVERE STORMS FLOODING MUDSLIDES AND LANDSLIDES,6/12/2010,6/29/2010,Major Disaster,WV,West Virginia                 ,Flood
1899,4/16/2010,SEVERE STORMS AND FLOODING,3/13/2010,3/31/2010,Major Disaster,NY,New York                      ,Severe Storm(s)
2848,7/19/2010,COWICHE MILLS FIRE,7/18/2010,7/21/2010,Fire Management,WA,Washington                    ,Fire
3312,5/3/2010,WATER MAIN BREAK,5/1/2010,5/5/2010,Emergency,MA,Massachusetts                 ,Other
1886,3/9/2010,SEVERE WINTER STORM AND SNOWSTORM,12/23/2009,12/27/2009,Major Disaster,SD,South Dakota                  ,Severe Storm(s)
1876,2/25/2010,SEVERE WINTER STORM,12/24/2009,12/25/2009,Major Disaster,OK,Oklahoma                      ,Severe Storm(s)
1873,2/5/2010,SNOWSTORM,12/19/2009,12/20/2009,Major Disaster,NJ,New Jersey                    ,Snow
1868,12/23/2009,SEVERE WINTER STORM,11/14/2009,11/16/2009,Major Disaster,KS,Kansas                        ,Severe Storm(s)
1871,2/2/2010,SEVERE WINTER STORMS AND FLOODING,12/18/2009,12/25/2009,Major Disaster,NC,North Carolina                ,Severe Storm(s)
1865,12/18/2009,SEVERE STORMS FLOODING MUDSLIDES AND ROCKSLIDES,10/6/2009,10/11/2009,Major Disaster,AK,Alaska                        ,Severe Storm(s)
1869,12/31/2009,SEVERE STORMS AND FLOODING ASSOC W TD IDA & NOR'EASTER,11/12/2009,11/14/2009,Major Disaster,NY,New York                      ,Severe Storm(s)
1863,12/10/2009,SEVERE STORMS TORNADOES AND FLOODING,10/29/2009,11/3/2009,Major Disaster,LA,Louisiana                     ,Severe Storm(s)
2840,10/3/2009,TWIN FIRE,10/2/2009,10/8/2009,Fire Management,AZ,Arizona                       ,Fire
1874,2/16/2010,SEVERE WINTER STORM AND SNOWSTORM,12/18/2009,12/20/2009,Major Disaster,VA,Virginia                      ,Snow
3307,1/24/2010,SEVERE WINTER STORM,1/20/2010,1/29/2010,Emergency,AZ,Arizona                       ,Severe Storm(s)
1872,2/4/2010,SEVERE STORMS AND FLOODING,12/23/2009,1/2/2010,Major Disaster,AR,Arkansas                      ,Severe Storm(s)
1870,12/31/2009,SEVERE STORMS AND FLOODING,12/12/2009,12/18/2009,Major Disaster,AL,Alabama                       ,Severe Storm(s)
1859,9/29/2009,EARTHQUAKETSUNAMI AND FLOODING,9/29/2009,10/6/2009,Major Disaster,AS,American Samoa                ,Earthquake
1867,12/22/2009,SEVERE STORMS AND FLOODING ASSOCIATED WITH TROPICAL DEPRESSION IDA AND A NOR'EAS,11/11/2009,11/15/2009,Major Disaster,NJ,New Jersey,Severe Storm(s)
1861,12/3/2009,SEVERE STORMS TORNADOES AND FLOODING,10/29/2009,11/8/2009,Major Disaster,AR,Arkansas                      ,Severe Storm(s)
1864,12/16/2009,SEVERE WINTER STORM,11/16/2009,11/17/2009,Major Disaster,NE,Nebraska                      ,Severe Storm(s)
2836,9/1/2009,PENDLETON FIRE,8/31/2009,9/5/2009,Fire Management,CA,California                    ,Fire
2831,8/30/2009,MILL FLAT FIRE,7/25/2009,,Fire Management,UT,Utah                          ,Fire
1846,6/19/2009,WILDFIRES,4/9/2009,4/12/2009,Major Disaster,OK,Oklahoma                      ,Fire
1842,6/3/2009,SEVERE STORMS TORNADOES FLOODING AND STRAIGHT-LINE WINDS,5/6/2009,5/8/2009,Major Disaster,AL,Alabama                       ,Severe Storm(s)
2834,8/31/2009,KAUNAKAKAI FIRE,8/29/2009,9/7/2009,Fire Management,HI,Hawaii                        ,Fire
2829,8/28/2009,MICROWAVE FIRE,8/28/2009,9/1/2009,Fire Management,OR,Oregon                        ,Fire
1844,6/16/2009,SEVERE STORMS AND FLOODING,3/11/2009,7/6/2009,Major Disaster,SD,South Dakota                  ,Severe Storm(s)
1840,5/27/2009,SEVERE STORMS FLOODING TORNADOES AND STRAIGHT-LINE WINDS,5/17/2009,5/28/2009,Major Disaster,FL,Florida                       ,Severe Storm(s)
3308,1/30/2010,SEVERE WINTER STORM,1/28/2010,1/30/2010,Emergency,OK,Oklahoma                      ,Severe Storm(s)
2826,8/22/2009,ODEN ROAD FIRE,8/21/2009,8/26/2009,Fire Management,WA,Washington                    ,Fire
1858,9/24/2009,SEVERE STORMS AND FLOODING,9/18/2009,10/8/2009,Major Disaster,GA,Georgia                       ,Severe Storm(s)
1838,5/15/2009,SEVERE STORMS FLOODING MUDSLIDES AND LANDSLIDES,5/3/2009,6/8/2009,Major Disaster,WV,West Virginia                 ,Severe Storm(s)
1851,7/13/2009,SEVERE STORMS TORNADOES STRAIGHT-LINE WINDS AND FLOODING,6/12/2009,6/14/2009,Major Disaster,TN,Tennessee                     ,Severe Storm(s)
2825,8/15/2009,YUBA FIRE,8/14/2009,8/21/2009,Fire Management,CA,California                    ,Fire
2838,9/22/2009,SOUTH COUNTY FIRE COMPLEX,9/21/2009,9/24/2009,Fire Management,OR,Oregon                        ,Fire
1837,5/12/2009,SEVERE STORMS FLOODING AND TORNADOES,3/25/2009,3/28/2009,Major Disaster,MS,Mississippi                   ,Severe Storm(s)
1849,6/25/2009,SEVERE STORMS FLOODING STRAIGHT-LINE WINDS AND TORNADOES,4/25/2009,5/16/2009,Major Disaster,KS,Kansas                        ,Severe Storm(s)
1875,2/19/2010,SEVERE WINTER STORM AND SNOWSTORM,12/18/2009,12/20/2009,Major Disaster,MD,Maryland                      ,Snow
3306,10/24/2009,EXPLOSIONS AND FIRE ,10/23/2009,10/26/2009,Emergency,PR,Puerto Rico                   ,Fire
2824,8/13/2009,LOCKHEED FIRE,8/12/2009,8/23/2009,Fire Management,CA,California                    ,Fire
2818,5/7/2009,BUCKWOOD FIRE,5/6/2009,5/14/2009,Fire Management,NM,New Mexico                    ,Fire
1852,7/30/2009,SEVERE STORMS FLOODING AND LANDSLIDES,6/18/2009,7/8/2009,Major Disaster,ME,Maine                         ,Severe Storm(s)
1878,2/25/2010,SEVERE WINTER STORMS AND SNOWSTORM,12/22/2009,1/8/2010,Major Disaster,NE,Nebraska                      ,Severe Storm(s)
1860,9/30/2009,SEVERE STORMS AND FLOODING,7/8/2009,7/14/2009,Major Disaster,KS,Kansas                        ,Severe Storm(s)
1862,12/9/2009,SEVERE STORMS AND FLOODING ASSOCIATED WITH TROPICAL DEPRESSION IDA AND A NOR'EAST,11/11/2009,11/16/2009,Major Disaster,VA,Virginia                      ,Severe Storm(s)
2823,7/29/2009,UNION VALLEY FIRE,7/28/2009,8/2/2009,Fire Management,WA,Washington                    ,Fire
1866,12/22/2009,TROPICAL STORM IDA,11/9/2009,11/10/2009,Major Disaster,AL,Alabama                       ,Hurricane
2841,10/4/2009,SHEEP FIRE,10/3/2009,10/9/2009,Fire Management,CA,California                    ,Fire
2828,8/28/2009,PV FIRE ,8/27/2009,8/29/2009,Fire Management,CA,California                    ,Fire
1853,7/31/2009,SEVERE STORMS FLOODING AND TORNADOES,6/5/2009,6/26/2009,Major Disaster,NE,Nebraska                      ,Severe Storm(s)
2821,5/18/2009,MULE PASS FIRE,5/18/2009,5/20/2009,Fire Management,AZ,Arizona                       ,Fire
2817,5/6/2009,JESUSITA FIRE,5/5/2009,5/22/2009,Fire Management,CA,California                    ,Fire
2830,8/28/2009,STATION FIRE,8/27/2009,9/25/2009,Fire Management,CA,California                    ,Fire
2822,7/17/2009,RED ROCK FIRE,7/15/2009,7/20/2009,Fire Management,NV,Nevada                        ,Fire
1841,5/29/2009,SEVERE STORMS TORNADOES FLOODING AND MUDSLIDES,5/3/2009,5/20/2009,Major Disaster,KY,Kentucky                      ,Severe Storm(s)
2827,8/22/2009,DRY CREEK FIRE COMPLEX ,8/21/2009,8/25/2009,Fire Management,WA,Washington                    ,Fire
1839,5/15/2009,SEVERE STORMS TORNADOES AND FLOODING,4/10/2009,4/10/2009,Major Disaster,TN,Tennessee                     ,Severe Storm(s)
2837,9/4/2009,EAGLE MOUNT FIRE,9/3/2009,9/5/2009,Fire Management,MT,Montana                       ,Fire
2833,8/31/2009,OAK GLEN FIRE,8/30/2009,9/8/2009,Fire Management,CA,California                    ,Fire
1848,6/24/2009,SEVERE WINTER STORM AND RECORD AND NEAR RECORD SNOW,3/26/2009,3/29/2009,Major Disaster,KS,Kansas                        ,Severe Storm(s)
2839,9/22/2009,GUIBERSON FIRE,9/22/2009,9/29/2009,Fire Management,CA,California                    ,Fire
1845,6/16/2009,SEVERE STORMS TORNADOES AND FLOODING,4/27/2009,5/23/2009,Major Disaster,AR,Arkansas                      ,Severe Storm(s)
1850,7/2/2009,SEVERE STORMS FLOODING AND TORNADOES,5/8/2009,5/9/2009,Major Disaster,IL,Illinois                      ,Severe Storm(s)
2835,8/31/2009,WATER WHEEL FIRE,8/30/2009,9/5/2009,Fire Management,AZ,Arizona                       ,Fire
1857,9/1/2009,SEVERE STORMS AND FLOODING,8/8/2009,8/10/2009,Major Disaster,NY,New York                      ,Severe Storm(s)
1847,6/19/2009,SEVERE STORMS TORNADOES AND FLOODING,5/8/2009,5/16/2009,Major Disaster,MO,Missouri                      ,Severe Storm(s)
3305,6/23/2009,RECORD SNOW AND NEAR RECORD SNOW,3/27/2009,3/28/2009,Emergency,OK,Oklahoma                      ,Snow
2832,8/31/2009,49 FIRE,8/30/2009,9/4/2009,Fire Management,CA,California                    ,Fire
1843,6/11/2009,FLOODING AND ICE JAMS,4/28/2009,5/31/2009,Major Disaster,AK,Alaska                        ,Flood
1855,8/14/2009,SEVERE STORMS STRAIGHT-LINE WINDS AND FLOODING,8/4/2009,8/4/2009,Major Disaster,KY,Kentucky                      ,Severe Storm(s)
2819,5/12/2009,MARTIN COUNTY FIRE COMPLEX,5/11/2009,,Fire Management,FL,Florida                       ,Fire
1856,8/21/2009,SEVERE STORMS AND FLOODING,7/15/2009,7/17/2009,Major Disaster,TN,Tennessee                     ,Severe Storm(s)
2820,5/14/2009,MILE 17 EAST END ROAD FIRE,5/12/2009,5/20/2009,Fire Management,AK,Alaska                        ,Fire
1854,8/13/2009,SEVERE STORM,7/10/2009,7/10/2009,Major Disaster,IA,Iowa                          ,Severe Storm(s)
1836,5/8/2009,SEVERE STORMS FLOODING TORNADOES AND STRAIGHT-LINE WINDS,4/10/2009,4/13/2009,Major Disaster,AL,Alabama                       ,Severe Storm(s)
2808,4/10/2009,MIDWEST CHOCTAW FIRE,4/9/2009,,Fire Management,OK,Oklahoma                      ,Fire
2813,4/10/2009,MULHALL FIRE,4/13/2009,,Fire Management,OK,Oklahoma                      ,Fire
2814,4/10/2009,1148 FIRE,4/9/2009,4/16/2009,Fire Management,TX,Texas                         ,Fire
2816,4/23/2009,HIGHWAY 31 FIRE,4/23/2009,,Fire Management,SC,South Carolina                ,Fire
1833,4/23/2009,SEVERE STORMS FLOODING TORNADOES AND STRAIGHT-LINE WINDS,3/26/2009,4/13/2009,Major Disaster,GA,Georgia,Severe Storm(s)
2809,4/10/2009,MCCLAIN COUNTY FIRE,4/9/2009,,Fire Management,OK,Oklahoma                      ,Fire
2810,4/10/2009,BRECKENRIDGE FIRE,4/9/2009,4/16/2009,Fire Management,TX,Texas                         ,Fire
1834,4/27/2009,SEVERE STORMS AND TORNADOES,4/9/2009,4/9/2009,Major Disaster,AR,Arkansas                      ,Tornado
1835,4/28/2009,SEVERE STORMS FLOODING TORNADOES & STRAIGHT-LINE,3/25/2009,4/3/2009,Major Disaster,AL,Alabama                       ,Severe Storm(s)
2805,4/10/2009,ELECTRA WEST FIRE,4/9/2009,4/14/2009,Fire Management,TX,Texas                         ,Fire
2815,4/10/2009,617 FIRE,4/9/2009,4/11/2009,Fire Management,TX,Texas                         ,Fire
1831,4/21/2009,SEVERE STORMS FLOODING TORNADOES AND STRAIGHT-LINE WINDS,3/26/2009,5/5/2009,Major Disaster,FL,Florida                       ,Severe Storm(s)
2801,4/3/2009,LAGARTO FIRE,4/2/2009,4/5/2009,Fire Management,TX,Texas                         ,Fire
1818,2/5/2009,SEVERE WINTER STORM AND FLOODING,1/26/2009,2/13/2009,Major Disaster,KY,Kentucky                      ,Severe Ice Storm
1805,10/24/2008,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,9/14/2008,9/14/2008,Major Disaster,OH,Ohio                          ,Severe Storm(s)
1824,3/2/2009,SEVERE WINTER STORM RECORD AND NEAR RECORD SNOW,12/13/2008,12/26/2008,Major Disaster,OR,Oregon                        ,Severe Storm(s)
1827,3/4/2009,SEVERE WINTER STORM,12/11/2008,12/31/2008,Major Disaster,NY,New York                      ,Severe Storm(s)
3299,12/18/2008,SEVERE WINTER STORM,12/11/2008,12/31/2008,Emergency,NY,New York                      ,Severe Storm(s)
1821,2/17/2009,SEVERE WINTER STORM AND FLOODING,1/27/2009,1/31/2009,Major Disaster,TN,Tennessee                     ,Severe Ice Storm
2807,4/10/2009,CEMENT MOUNTAIN FIRE,4/9/2009,4/16/2009,Fire Management,TX,Texas                         ,Fire
2790,11/14/2008,TEA FIRE,11/13/2008,,Fire Management,CA,California                    ,Fire
1816,1/14/2009,SEVERE WINTER STORM,12/11/2008,12/18/2008,Major Disaster,VT,Vermont                       ,Severe Ice Storm
1829,3/24/2009,SEVERE STORMS AND FLOODING,3/13/2009,8/10/2009,Major Disaster,ND,North Dakota                  ,Severe Storm(s)
1802,10/9/2008,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,9/12/2008,9/14/2008,Major Disaster,KY,Kentucky                      ,Severe Storm(s)
1815,1/9/2009,SEVERE WINTER STORM AND FLOODING,12/11/2008,12/29/2008,Major Disaster,ME,Maine                         ,Severe Storm(s)
2796,2/28/2009,WILDERNESS RIDGE FIRE,2/28/2009,3/12/2009,Fire Management,TX,Texas                         ,Fire
2812,4/10/2009,VELMA FIRE,4/9/2009,,Fire Management,OK,Oklahoma                      ,Fire
1810,11/18/2008,WILDFIRES,11/13/2008,11/28/2008,Major Disaster,CA,California                    ,Fire
3296,12/13/2008,SEVERE WINTER STORM,12/11/2008,12/18/2008,Emergency,MA,Massachusetts                 ,Severe Storm(s)
2803,4/5/2009,HOLIDAY BEACH FIRE,4/5/2009,4/7/2009,Fire Management,TX,Texas                         ,Fire
2804,4/7/2009,STEEL FIRE,4/7/2009,4/12/2009,Fire Management,TX,Texas                         ,Fire
1817,1/30/2009,SEVERE WINTER STORM LANDSLIDES MUDSLIDES AND FLOODING,1/6/2009,1/16/2009,Major Disaster,WA,Washington                    ,Flood
2798,3/5/2009,TUSCOLA FIRE,3/5/2009,3/10/2009,Fire Management,TX,Texas                         ,Fire
1832,4/22/2009,SEVERE STORMS TORNADOES AND FLOODING,3/8/2009,3/14/2009,Major Disaster,IN,Indiana                       ,Severe Storm(s)
1813,1/5/2009,SEVERE WINTER STORM AND FLOODING,12/11/2008,12/18/2008,Major Disaster,MA,Massachusetts                 ,Severe Ice Storm
2811,4/10/2009,HEALDTON CARTER FIRE,4/9/2009,,Fire Management,OK,Oklahoma                      ,Fire
1822,2/17/2009,SEVERE WINTER STORM,1/26/2009,1/28/2009,Major Disaster,MO,Missouri                      ,Severe Storm(s)
1808,10/31/2008,SEVERE STORMS FLOODING AND TORNADOES,9/11/2008,9/17/2008,Major Disaster,KS,Kansas                        ,Severe Storm(s)
2800,3/20/2009,GREENWOOD FIRE,3/20/2009,3/22/2009,Fire Management,TX,Texas                         ,Fire
2799,3/5/2009,TALOGA FIRE,3/5/2009,,Fire Management,OK,Oklahoma                      ,Fire
2806,4/10/2009,MONTAGUE FIRE COMPLEX,4/9/2009,4/16/2009,Fire Management,TX,Texas                         ,Fire
1814,1/5/2009,SEVERE STORMS AND FLOODING,12/10/2008,12/16/2008,Major Disaster,HI,Hawaii                        ,Flood
1819,2/6/2009,SEVERE WINTER STORM,1/26/2009,1/30/2009,Major Disaster,AR,Arkansas                      ,Severe Storm(s)
2789,10/13/2008,SESNON FIRE,10/13/2008,10/19/2008,Fire Management,CA,California                    ,Fire
1806,10/27/2008,HURRICANE GUSTAV,8/31/2008,9/7/2008,Major Disaster,FL,Florida                       ,Hurricane
2793,1/7/2009,OLDE STAGE FIRE,1/7/2009,,Fire Management,CO,Colorado                      ,Fire
1820,2/15/2009,SEVERE STORMS AND TORNADOES,2/10/2009,2/11/2009,Major Disaster,OK,Oklahoma                      ,Severe Storm(s)
1830,4/9/2009,SEVERE STORMS AND FLOODING,3/16/2009,5/22/2009,Major Disaster,MN,Minnesota                     ,Severe Storm(s)
3303,1/30/2009,SEVERE WINTER STORM,1/26/2009,1/28/2009,Emergency,MO,Missouri                      ,Severe Ice Storm
1807,10/29/2008,HURRICANE OMAR,10/14/2008,10/16/2008,Major Disaster,VI,Virgin Islands of the U.S.    ,Hurricane
2802,4/4/2009,MAGIC CITY FIRE,4/4/2009,4/12/2009,Fire Management,TX,Texas                         ,Fire
1804,10/22/2008,TROPICAL STORM IKE,9/13/2008,9/23/2008,Major Disaster,AR,Arkansas                      ,Severe Storm(s)
3301,1/28/2009,SEVERE WINTER STORM,1/26/2009,1/30/2009,Emergency,AR,Arkansas                      ,Severe Ice Storm
1826,3/2/2009,SEVERE WINTER STORM,1/26/2009,1/28/2009,Major Disaster,IL,Illinois                      ,Severe Storm(s)
1803,10/9/2008,SEVERE STORMS TORNADOES AND FLOODING,9/12/2008,9/19/2008,Major Disaster,OK,Oklahoma                      ,Severe Storm(s)
3297,12/13/2008,SEVERE WINTER STORM,12/11/2008,12/23/2008,Emergency,NH,New Hampshire                 ,Severe Storm(s)
3302,1/28/2009,SEVERE WINTER STORM,1/27/2009,2/5/2009,Emergency,KY,Kentucky                      ,Severe Ice Storm
2797,3/3/2009,LOMA DEL NORTE FIRE,3/3/2009,3/18/2009,Fire Management,TX,Texas                         ,Fire
2788,10/12/2008,MAREK FIRE,10/12/2008,10/17/2008,Fire Management,CA,California                    ,Fire
1823,2/17/2009,SEVERE WINTER STORM,1/26/2009,1/28/2009,Major Disaster,OK,Oklahoma                      ,Severe Storm(s)
3298,12/15/2008,SEVERE WINTER STORM,12/11/2008,12/29/2008,Emergency,ME,Maine                         ,Severe Storm(s)
1809,11/13/2008, SEVERE STORMS FLOODING AND A TORNADO,9/11/2008,9/24/2008,Major Disaster,MO,Missouri                      ,Severe Storm(s)
3304,3/26/2009,SEVERE STORMS AND FLOODING,3/16/2009,5/22/2009,Emergency,MN,Minnesota                     ,Severe Storm(s)
1825,3/2/2009,SEVERE WINTER STORM AND RECORD AND NEAR RECORD SNOW,12/12/2008,1/5/2009,Major Disaster,WA,Washington                    ,Severe Storm(s)
3300,1/13/2009,56TH PRESIDENTIAL INAUGURATION,1/17/2009,1/21/2009,Emergency,DC,District of Columbia          ,Other
1811,12/12/2008,SEVERE WINTER STORM AND RECORD AND NEAR RECORD SNOW,11/5/2008,11/7/2008,Major Disaster,SD,South Dakota                  ,Snow
2794,2/25/2009,CLYDE FIRE,2/25/2009,3/4/2009,Fire Management,TX,Texas                         ,Fire
2791,11/15/2008,SAYRE FIRE,11/14/2008,,Fire Management,CA,California                    ,Fire
2795,2/27/2009,RHODES RANCH FIRE,2/27/2009,3/8/2009,Fire Management,TX,Texas                         ,Fire
2792,11/15/2008,FREEWAY FIRE COMPLEX,11/15/2008,11/20/2008,Fire Management,CA,California                    ,Fire
1828,3/5/2009,SEVERE WINTER STORM,1/26/2009,1/28/2009,Major Disaster,IN,Indiana                       ,Severe Storm(s)
1812,1/2/2009,SEVERE WINTER STORM,12/11/2008,12/23/2008,Major Disaster,NH,New Hampshire                 ,Severe Ice Storm
1801,10/8/2008,TROPICAL STORM HANNA,9/4/2008,9/15/2008,Major Disaster,NC,North Carolina                ,Severe Storm(s)
1798,10/1/2008,SEVERE STORMS AND FLOODING,9/21/2008,10/3/2008,Major Disaster,PR,Puerto Rico                   ,Severe Storm(s)
1792,9/13/2008,HURRICANE IKE,9/11/2008,11/7/2008,Major Disaster,LA,Louisiana                     ,Hurricane
1793,9/18/2008,SEVERE STORMS AND FLOODING ASSOCIATED WITH HURRICANE GUSTAV,9/2/2008,9/8/2008,Major Disaster,AR,Arkansas                      ,Hurricane
1797,9/26/2008,SEVERE STORMS AND FLOODING ASSOCIATED WITH HURRICANE IKE,9/12/2008,9/14/2008,Major Disaster,AL,Alabama                       ,Severe Storm(s)
3295,9/11/2008,HURRICANE IKE,9/7/2008,11/7/2008,Emergency,LA,Louisiana                     ,Hurricane
3294,9/10/2008,HURRICANE IKE,9/7/2008,9/26/2008,Emergency,TX,Texas                         ,Hurricane
1799,10/3/2008,SEVERE STORMS AND FLOODING,9/6/2008,9/7/2008,Major Disaster,NH,New Hampshire                 ,Severe Storm(s)
1794,9/22/2008,HURRICANE GUSTAV,8/28/2008,9/8/2008,Major Disaster,MS,Mississippi                   ,Hurricane
2787,9/17/2008,ROYCE BUTTE FIRE,9/16/2008,,Fire Management,OR,Oregon                        ,Fire
1796,9/26/2008,SEVERE STORMS FLOODING LANDSLIDES AND MUDSLIDES,7/27/2008,8/6/2008,Major Disaster,AK,Alaska                        ,Severe Storm(s)
2786,9/2/2008,GLADDING FIRE,9/1/2008,9/3/2008,Fire Management,CA,California                    ,Fire
